C,0,8,49,49,49,49,255,49,255,255,0,0,0,0,0,0,0,8,171,49,49,255,120,255,255,255,0,0,0,0,0,0,0,0,49,49,255,255,120,255,255,32,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,0,0,49,255,255,0,0,0,255,255,255,255,255,49,255,255,255,255,255,255,255,0,0,49,255,255,49,49,255,94,255,255,255,255,255,255,255,0,0,255,255,255,49,255,255,255,255,255,68,255,255,0,0,0,0,255,255,255,255,255,255,255,255,184,0,0,0,0,0,0,0,255,255,255,255,255,255,255,49,0,0,0,0,0,0,0,49,255,255,49,49,49,49,0,0,0,0,0,0,0,0,0,49,255,49,49,49,0,0,0,0,0,0,0,0,0,0,0,49,49,49,49,49,49,0,0,0,0,0,0,0,0,0,0,49,49,49,49,0,0,0,0,0,0,0,0,0,0,0,0,49,49,49,49,0,0,0,0,0,0,0,0,0,0,0,0,49,49,49,49,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,1,2,0,0,0,0,2,2,0,0,0,0,0
C,0,0,0,49,49,49,49,49,0,0,0,0,0,0,0,0,0,0,43,49,49,114,49,49,49,0,0,0,0,0,0,0,0,0,49,49,49,200,49,176,49,0,0,0,0,0,0,0,0,0,49,49,49,255,49,49,49,255,191,229,255,0,0,0,0,0,49,177,113,95,49,49,164,255,255,255,255,0,0,0,0,0,49,62,49,103,242,49,176,242,255,255,0,0,0,0,0,49,139,246,165,190,49,49,156,49,0,0,0,0,0,0,0,49,49,255,255,227,49,49,49,0,0,0,0,0,0,0,0,49,49,255,255,49,49,49,0,0,0,0,0,0,0,0,49,49,49,165,49,49,27,0,0,0,0,0,0,0,0,0,49,49,49,49,49,0,0,0,0,0,0,0,0,0,0,0,49,49,49,49,49,0,0,0,0,0,0,0,0,0,0,0,49,49,49,49,0,0,0,0,0,0,0,0,0,0,0,0,10,49,49,49,0,0,0,0,0,1,2,0,0,0,0,0,0,0,49,49,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
C,0,0,49,49,49,49,49,49,49,0,0,0,0,0,0,0,0,0,49,49,49,49,49,49,49,0,0,0,0,0,0,0,0,0,49,49,49,49,49,245,49,0,0,0,0,0,0,0,0,0,49,255,255,162,49,49,71,6,6,255,49,0,0,0,0,0,49,49,255,245,49,97,255,255,255,255,255,0,0,0,0,0,49,49,255,49,49,49,49,255,255,255,126,0,0,0,0,18,97,49,59,49,49,59,49,49,178,31,0,0,0,0,0,49,65,75,49,49,162,49,49,0,0,0,0,0,0,0,49,49,245,75,49,49,49,49,0,0,0,0,0,0,0,0,49,49,255,126,49,49,49,0,0,0,0,0,0,0,0,0,49,49,49,49,49,0,0,0,0,0,0,0,0,0,0,0,49,49,49,49,0,0,0,0,0,0,0,0,0,0,0,0,49,49,49,49,0,0,0,0,0,0,0,0,0,0,0,0,49,49,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,49,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0
C,0,0,0,49,49,49,49,49,255,0,0,0,0,0,0,0,0,0,49,49,49,49,49,49,0,0,0,0,0,0,0,0,0,0,49,49,49,49,49,49,49,0,0,0,0,0,0,0,0,0,49,49,81,49,49,49,171,0,0,49,184,0,0,0,0,0,49,49,223,49,49,49,255,210,255,255,255,0,0,0,0,0,158,49,223,255,49,49,49,49,255,255,255,0,0,0,0,49,49,49,255,49,49,49,49,49,49,49,0,0,0,0,0,49,49,49,255,249,49,49,49,0,0,0,0,0,0,0,0,49,255,255,49,49,49,49,0,0,0,0,0,0,0,0,49,49,146,255,49,49,49,0,0,0,0,0,0,0,0,0,49,49,49,49,49,0,0,0,0,0,0,0,0,0,0,0,49,49,49,49,49,0,0,0,0,0,0,0,0,0,0,0,49,49,49,49,0,0,0,0,0,0,0,0,0,0,0,0,49,49,49,49,0,0,0,0,0,0,0,1,0,0,0,0,0,49,49,49,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
I,0,0,0,0,0,0,0,0,119,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,49,255,255,0,0,0,0,0,0,0,255,0,0,0,80,255,255,255,175,0,0,0,0,0,247,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,255,255,86,255,111,255,252,255,255,255,0,0,0,0,0,0,49,255,56,49,49,255,144,255,255,255,0,0,0,0,0,0,49,49,165,255,255,49,171,255,255,20,0,0,0,0,0,0,167,133,255,255,255,255,182,255,255,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,158,0,0,0,0,0,0,0,249,255,254,255,255,255,255,49,0,0,0,0,0,0,0,0,49,49,49,49,49,81,236,0,0,0,1,2,2,2,2,2,49,49,49,49,49,49,20,0,0,0,2,2,1,1,0,0,49,49,49,49,49,0,0,0,0,0,0,0,0,0,0,0,49,49,49,49,0,0,0,0,0,0,0,0,0,0,0,0,49,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0
I,0,0,0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,128,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,255,255,113,255,255,255,255,255,255,255,0,0,0,0,0,0,49,255,88,0,83,255,192,255,255,255,0,0,0,0,0,0,49,255,242,255,255,62,57,255,255,95,0,0,0,0,0,0,242,247,255,255,255,255,255,255,255,0,0,0,0,0,0,0,49,150,255,255,255,255,255,255,255,0,0,0,0,0,0,0,255,255,255,255,255,255,231,191,0,0,0,0,0,0,0,0,60,92,49,49,128,49,121,0,0,0,0,0,0,1,0,2,49,49,49,49,154,49,0,0,0,0,1,2,1,0,2,1,49,49,49,49,49,0,0,0,0,0,1,2,0,0,0,0,49,49,49,49,0,0,0,0,0,0,0,0,0,0,0,0,49,49,49,0,0,0,1,0,0,0,0,0,0,0,0,0
I,0,0,0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,0,0,0,0,56,0,167,255,255,255,0,0,0,0,0,0,4,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,255,49,49,50,197,255,133,249,255,255,0,0,0,0,0,0,49,120,109,255,255,255,78,255,255,0,0,0,0,0,0,0,53,49,195,255,255,208,175,255,255,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,0,54,49,255,255,255,255,255,197,0,0,0,0,0,0,0,0,49,49,152,49,197,255,99,0,0,0,1,0,2,2,2,2,49,49,49,49,49,49,21,0,0,0,2,2,0,0,0,0,54,49,49,49,49,0,0,0,0,0,0,0,0,0,0,0,49,49,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
I,0,0,0,0,0,0,0,49,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,49,255,211,0,0,0,0,0,0,0,0,0,0,0,0,0,255,221,255,0,0,0,0,0,0,0,49,190,10,49,0,255,255,49,255,0,0,0,0,0,0,49,255,255,255,255,230,64,236,136,255,0,0,0,0,0,0,255,255,255,239,49,49,255,23,255,255,0,0,0,0,0,0,49,49,49,49,158,49,49,49,255,49,47,0,0,0,0,0,49,49,49,60,49,49,49,49,255,255,0,0,0,0,0,0,49,49,49,234,255,255,49,49,49,56,0,0,0,0,0,0,255,49,49,49,255,49,49,49,49,23,0,0,0,0,0,0,49,255,255,170,255,255,59,49,49,0,0,0,0,0,0,0,49,49,49,49,49,49,49,49,0,0,0,0,2,2,2,2,49,49,49,49,49,49,49,12,0,0,1,2,1,0,0,1,49,49,49,49,49,49,0,0,1,0,0,1,0,0,0,0,49,49,49,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
I,0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,49,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,49,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,49,255,255,0,0,0,0,0,0,0,0,41,49,49,0,223,81,255,255,0,0,0,0,0,0,0,255,255,255,250,253,255,104,255,255,0,0,0,0,0,0,0,255,255,255,255,100,255,255,255,244,0,0,0,0,0,0,0,224,192,255,255,49,49,255,255,255,49,0,0,0,0,0,0,49,49,49,255,255,49,49,255,255,0,0,0,0,0,0,0,49,210,255,255,169,83,255,60,49,0,0,0,0,0,0,0,105,49,49,49,250,55,49,255,49,0,0,0,0,0,0,0,255,49,49,49,255,49,49,49,0,0,0,0,0,0,0,0,49,49,49,49,49,49,49,0,0,0,1,2,2,1,2,1,49,49,49,49,49,49,0,0,0,1,1,1,0,0,1,0,49,49,49,49,38,0,0,0,0,0,0,0,0,0,0,0,49,49,49,33,0,0,1,0,0,0,0,0,0,0,0,0
O,0,0,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,49,255,255,255,255,255,255,255,0,0,0,0,0,75,255,83,255,255,255,255,255,255,255,255,255,0,0,0,0,216,112,255,255,255,178,255,255,255,255,255,255,0,0,0,0,250,255,255,255,255,49,255,255,255,88,255,0,0,0,0,0,255,211,183,139,49,49,255,229,255,255,255,0,0,0,0,0,49,255,255,242,62,247,255,49,49,255,255,0,0,0,0,0,67,113,89,255,49,113,255,255,237,255,49,0,0,0,0,0,255,255,255,255,255,255,255,247,255,255,0,0,0,0,0,0,255,255,182,255,255,255,255,86,86,0,0,0,0,0,0,0,255,139,121,49,139,126,139,255,0,0,0,0,0,0,0,0,49,49,49,49,49,112,49,0,0,0,0,0,0,0,0,0,49,49,178,83,49,49,49,0,0,0,0,0,0,0,0,0,49,49,49,49,49,49,0,3,0,0,0,0,0,0,2,1,49,49,49,49,49,49,0,0,0,0,0,0,1,1,2,0,49,49,49,49,49,0,0,0,0,0,0,0,0,1,0,0
